user_id,name,age,education_level,field_of_study,experience_years,openness,conscientiousness,extraversion,agreeableness,neuroticism,technical_skill,data_reasoning_skill,communication_skill,problem_solving_skill,leadership_skill,creative_thinking_skill,interest_technology,interest_business,interest_creative,interest_health_social,interest_research_academic,preferred_work_style,preferred_environment,risk_tolerance,career_cluster
U03941,Priya Nair,25.0,Undergraduate,Engineering,1 years,4.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,17.0,43.0,50.0,38.0,65.0,individual,flexible,medium,Education & Social Impact
U03942,John Khan,22.0,Graduate,Psychology,1 years,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,49.0,52.0,87.0,70.0,52.0,individual,structured,high,Design & Creative Media
U03943,Daniel Sharma,29.0,Graduate,Computer Science,3 years,5.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,26.0,42.0,41.0,37.0,36.0,individual,flexible,low,Healthcare & Life Sciences
U03944,Neha Wilson,21.0,High School,Business,3 years,2.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,47.0,79.0,40.0,60.0,51.0,individual,flexible,medium,Finance & Economics
U03945,Sara Iyer,24.0,Undergraduate,Design,3 years,4.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,1.0,39.0,28.0,35.0,51.0,59.0,collaborative,structured,high,Healthcare & Life Sciences
U03946,Joseph Khan,23.0,Undergraduate,Computer Science,1 years,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,47.0,31.0,12.0,50.0,55.0,individual,flexible,medium,Healthcare & Life Sciences
U03947,Priya Brown,20.0,Undergraduate,,2 years,2.0,3.0,3.0,4.0,,1.0,3.0,5.0,4.0,1.0,2.0,54.0,41.0,56.0,34.0,40.0,individual,structured,medium,Entrepreneurship & Freelance
U03948,Sara Nair,,High School,Business,1 years,4.0,,,4.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,92.0,33.0,43.0,,,individual,,high,Technology & Engineering
U03949,Neha Singh,20.0,Undergraduate,Psychology,2 years,5.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,43.0,91.0,51.0,56.0,47.0,individual,structured,medium,Business & Management
U03950,Neha Singh,24.0,Graduate,Business,1 years,5.0,4.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,1.0,3.0,43.0,51.0,33.0,63.0,27.0,individual,structured,medium,Education & Social Impact
U03951,Daniel Singh,21.0,Graduate,IT,0 years,,4.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,2.0,0.0,36.0,50.0,42.0,,17.0,collaborative,flexible,low,Healthcare & Life Sciences
U03952,Rohan Nair,24.0,Graduate,Computer Science,2 years,5.0,5.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,1.0,2.0,80.0,76.0,56.0,56.0,69.0,collaborative,flexible,medium,Entrepreneurship & Freelance
U03953,Anika Iyer,24.0,High School,Business,0 years,4.0,4.0,1.0,4.0,2.0,0.0,2.0,4.0,4.0,3.0,1.0,41.0,44.0,37.0,53.0,26.0,collaborative,flexible,medium,Education & Social Impact
U03954,Rahul Khan,23.0,Graduate,Design,0 years,3.0,1.0,3.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0,1.0,52.0,55.0,70.0,52.0,61.0,collaborative,flexible,high,Entrepreneurship & Freelance
U03955,John Sharma,20.0,Undergraduate,Psychology,2 years,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,2.0,1.0,61.0,78.0,21.0,35.0,47.0,individual,structured,high,Finance & Economics
U03956,Priya Miller,22.0,Graduate,Economics,0 years,3.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,37.0,68.0,24.0,42.0,34.0,individual,structured,medium,Business & Management
U03957,Sara Miller,20.0,Undergraduate,Psychology,2 years,4.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,76.0,79.0,37.0,20.0,24.0,collaborative,flexible,medium,Finance & Economics
U03958,Sara Das,22.0,Undergraduate,Computer Science,2 years,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,71.0,64.0,59.0,40.0,40.0,collaborative,structured,high,Entrepreneurship & Freelance
U03959,Joseph Wilson,18.0,Undergraduate,Economics,0 years,3.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,47.0,49.0,42.0,27.0,39.0,individual,structured,medium,Healthcare & Life Sciences
U03960,John Iyer,25.0,Undergraduate,,2 years,3.0,,5.0,,,2.0,1.0,3.0,4.0,,4.0,40.0,55.0,38.0,40.0,44.0,individual,,,Healthcare & Life Sciences
U03961,Joseph Nair,26.0,Graduate,Psychology,0 years,4.0,5.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,45.0,69.0,43.0,44.0,48.0,collaborative,structured,high,Business & Management
U03962,Joseph Nair,28.0,High School,Design,0 years,4.0,3.0,4.0,1.0,5.0,3.0,2.0,3.0,4.0,3.0,3.0,80.0,37.0,23.0,38.0,37.0,individual,flexible,medium,Technology & Engineering
U03963,Amit Miller,23.0,High School,Biology,2 years,5.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,5.0,1.0,3.0,19.0,31.0,90.0,35.0,66.0,individual,flexible,medium,Design & Creative Media
U03964,Joseph Patel,24.0,High School,Business,2 years,3.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,5.0,40.0,49.0,25.0,50.0,65.0,individual,flexible,medium,Healthcare & Life Sciences
U03965,Rahul Iyer,23.0,High School,Computer Science,2 years,4.0,4.0,4.0,3.0,2.0,4.0,3.0,0.0,3.0,0.0,2.0,87.0,40.0,36.0,37.0,48.0,individual,structured,medium,Technology & Engineering
U03966,Daniel Miller,30.0,Undergraduate,Psychology,1 years,3.0,3.0,1.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,1.0,66.0,83.0,52.0,22.0,56.0,individual,flexible,high,Entrepreneurship & Freelance
U03967,Neha Wilson,19.0,Undergraduate,Engineering,1 years,5.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,48.0,52.0,42.0,28.0,49.0,collaborative,flexible,medium,Entrepreneurship & Freelance
U03968,Rohan Sharma,,,IT,3 years,2.0,,2.0,3.0,3.0,0.0,0.0,2.0,3.0,1.0,5.0,23.0,44.0,,29.0,31.0,individual,structured,low,Education & Social Impact
U03969,Sara Khan,25.0,Graduate,Psychology,1 years,4.0,4.0,3.0,5.0,2.0,,2.0,0.0,4.0,2.0,,51.0,78.0,52.0,,37.0,collaborative,flexible,high,Entrepreneurship & Freelance
U03970,Rahul Sharma,25.0,Graduate,Computer Science,0 years,1.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,0.0,70.0,75.0,53.0,53.0,50.0,individual,flexible,low,Entrepreneurship & Freelance
U03971,Sara Singh,23.0,High School,Economics,2 years,3.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,69.0,78.0,26.0,47.0,45.0,individual,flexible,high,Finance & Economics
U03972,Anika Sharma,21.0,High School,Economics,1 years,2.0,3.0,3.0,4.0,2.0,1.0,0.0,3.0,2.0,3.0,3.0,32.0,54.0,41.0,42.0,48.0,collaborative,structured,low,Education & Social Impact
U03973,Neha Singh,27.0,Graduate,Computer Science,2 years,5.0,4.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,36.0,78.0,36.0,26.0,67.0,individual,structured,low,Business & Management
U03974,Joseph Iyer,23.0,High School,IT,1 years,2.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,46.0,74.0,31.0,22.0,51.0,collaborative,structured,medium,Business & Management
U03975,,26.0,Undergraduate,IT,2 years,3.0,4.0,1.0,4.0,3.0,,2.0,,5.0,1.0,2.0,43.0,43.0,46.0,32.0,39.0,individual,flexible,,Education & Social Impact
U03976,Anika Brown,20.0,Undergraduate,IT,2 years,4.0,4.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,44.0,78.0,60.0,42.0,67.0,individual,structured,high,Entrepreneurship & Freelance
U03977,Rohan Das,23.0,Undergraduate,Engineering,3 years,1.0,3.0,3.0,5.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,32.0,42.0,89.0,27.0,42.0,individual,flexible,low,Design & Creative Media
U03978,Daniel Patel,35.0,Graduate,Design,2 years,2.0,5.0,3.0,5.0,2.0,0.0,1.0,3.0,3.0,1.0,3.0,36.0,42.0,17.0,17.0,36.0,individual,flexible,low,Healthcare & Life Sciences
U03979,Rohan Khan,21.0,Undergraduate,IT,1 years,4.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,0.0,3.0,49.0,40.0,86.0,44.0,68.0,individual,structured,low,Design & Creative Media
U03980,Sara Miller,28.0,Graduate,Economics,0 years,5.0,5.0,1.0,4.0,3.0,0.0,2.0,2.0,3.0,4.0,2.0,64.0,65.0,79.0,54.0,44.0,individual,structured,low,Entrepreneurship & Freelance
U03981,John Nair,23.0,Graduate,Computer Science,1 years,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,5.0,5.0,2.0,35.0,54.0,36.0,30.0,52.0,individual,flexible,high,Healthcare & Life Sciences
U03982,Neha Iyer,26.0,Undergraduate,Economics,1 years,3.0,5.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,4.0,3.0,58.0,56.0,32.0,9.0,38.0,collaborative,structured,high,Technology & Engineering
U03983,Anika Wilson,24.0,Undergraduate,IT,0 years,2.0,4.0,1.0,2.0,4.0,1.0,0.0,2.0,4.0,3.0,3.0,43.0,43.0,91.0,32.0,28.0,individual,structured,medium,Design & Creative Media
U03984,Amit Nair,28.0,Graduate,Design,2 years,3.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,53.0,91.0,57.0,42.0,50.0,individual,flexible,high,Entrepreneurship & Freelance
U03985,Rohan Wilson,22.0,Undergraduate,,1 years,,3.0,,3.0,3.0,1.0,2.0,2.0,,2.0,1.0,,,,36.0,25.0,individual,structured,low,Entrepreneurship & Freelance
U03986,Anika Sharma,24.0,Graduate,IT,1 years,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,66.0,50.0,24.0,38.0,67.0,individual,structured,high,Technology & Engineering
U03987,Sara Khan,23.0,Graduate,Design,0 years,1.0,4.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,0.0,3.0,32.0,48.0,51.0,37.0,48.0,individual,structured,low,Education & Social Impact
U03988,Rahul Iyer,19.0,Graduate,Business,1 years,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,0.0,2.0,46.0,74.0,26.0,43.0,34.0,individual,flexible,low,Finance & Economics
U03989,John Brown,24.0,Graduate,Psychology,2 years,,2.0,3.0,4.0,2.0,,3.0,2.0,3.0,,,46.0,78.0,34.0,,44.0,,structured,,Business & Management
,Rohan Khan,25.0,Undergraduate,,1 years,3.0,3.0,2.0,3.0,2.0,1.0,,3.0,5.0,3.0,2.0,33.0,62.0,43.0,,44.0,collaborative,,low,Education & Social Impact
U03991,Rohan Patel,18.0,High School,Design,0 years,4.0,3.0,1.0,5.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,71.0,80.0,38.0,44.0,53.0,collaborative,structured,high,Finance & Economics
U03992,John Sharma,23.0,Graduate,Computer Science,2 years,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,68.0,53.0,40.0,20.0,57.0,collaborative,flexible,high,Technology & Engineering
U03993,Anika Das,22.0,Graduate,IT,1 years,4.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,47.0,71.0,46.0,25.0,40.0,collaborative,structured,medium,Entrepreneurship & Freelance
U03994,Rahul Singh,22.0,Undergraduate,Psychology,2 years,4.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0,82.0,29.0,32.0,40.0,41.0,collaborative,flexible,medium,Technology & Engineering
U03995,Anika Wilson,20.0,High School,Economics,2 years,4.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,5.0,4.0,1.0,53.0,55.0,28.0,38.0,11.0,individual,flexible,low,Healthcare & Life Sciences
,John Brown,21.0,Undergraduate,Psychology,1 years,4.0,3.0,3.0,3.0,,3.0,2.0,,3.0,2.0,1.0,20.0,49.0,50.0,27.0,,individual,flexible,high,Education & Social Impact
U03997,John Patel,22.0,Graduate,Biology,1 years,4.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,32.0,37.0,38.0,36.0,61.0,individual,flexible,low,Education & Social Impact
U03998,Anika Miller,21.0,Graduate,Economics,1 years,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,33.0,54.0,49.0,23.0,28.0,collaborative,flexible,medium,Education & Social Impact
U03999,Sara Das,22.0,Undergraduate,Engineering,1 years,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,40.0,91.0,49.0,34.0,37.0,collaborative,flexible,high,Business & Management
U04000,Joseph Singh,22.0,High School,IT,1 years,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,72.0,20.0,40.0,60.0,51.0,collaborative,flexible,medium,Technology & Engineering
U04001,Priya Sharma,21.0,Undergraduate,Biology,2 years,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,5.0,2.0,3.0,53.0,81.0,37.0,75.0,62.0,collaborative,flexible,high,Business & Management
U04002,Priya Patel,18.0,Graduate,Engineering,0 years,5.0,5.0,3.0,5.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,79.0,31.0,23.0,34.0,55.0,collaborative,structured,low,Technology & Engineering
U04003,Amit Das,30.0,Undergraduate,Psychology,1 years,4.0,5.0,2.0,4.0,,4.0,,2.0,4.0,1.0,3.0,,,64.0,1.0,65.0,individual,structured,medium,Entrepreneurship & Freelance
U04004,John Wilson,28.0,Graduate,Psychology,1 years,3.0,5.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,45.0,41.0,39.0,48.0,57.0,collaborative,structured,low,Healthcare & Life Sciences
U04005,Amit Iyer,28.0,Graduate,Engineering,4 years,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,27.0,46.0,80.0,48.0,49.0,collaborative,structured,low,Design & Creative Media
U04006,Neha Patel,18.0,High School,IT,0 years,3.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,100.0,39.0,32.0,61.0,73.0,individual,flexible,low,Technology & Engineering
U04007,Sara Brown,28.0,High School,Economics,1 years,4.0,4.0,5.0,4.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,63.0,82.0,36.0,42.0,48.0,collaborative,structured,low,Finance & Economics
U04008,Rahul Khan,26.0,Undergraduate,Psychology,1 years,2.0,4.0,3.0,4.0,2.0,1.0,2.0,4.0,4.0,1.0,3.0,20.0,44.0,14.0,33.0,52.0,individual,flexible,low,Healthcare & Life Sciences
U04009,Anika Brown,23.0,High School,Computer Science,3 years,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,100.0,52.0,37.0,41.0,38.0,collaborative,structured,medium,Technology & Engineering
,,18.0,Graduate,Biology,0 years,3.0,4.0,2.0,4.0,4.0,3.0,1.0,2.0,4.0,3.0,2.0,44.0,89.0,57.0,42.0,42.0,collaborative,flexible,low,Business & Management
U04011,Daniel Singh,22.0,Undergraduate,Business,2 years,5.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,49.0,71.0,40.0,45.0,37.0,individual,structured,low,Finance & Economics
U04012,Rohan Nair,19.0,Graduate,IT,1 years,3.0,2.0,2.0,3.0,2.0,0.0,0.0,5.0,4.0,2.0,3.0,36.0,40.0,25.0,32.0,42.0,individual,flexible,medium,Education & Social Impact
U04013,Rohan Miller,23.0,Graduate,IT,0 years,5.0,5.0,3.0,4.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,44.0,56.0,33.0,33.0,42.0,collaborative,structured,high,Education & Social Impact
U04014,Sara Miller,23.0,Graduate,Design,1 years,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,4.0,3.0,74.0,67.0,41.0,44.0,39.0,collaborative,flexible,high,Entrepreneurship & Freelance
U04015,John Nair,25.0,High School,IT,3 years,3.0,4.0,3.0,5.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,56.0,81.0,50.0,28.0,44.0,individual,flexible,high,Entrepreneurship & Freelance
U04016,Sara Iyer,26.0,Graduate,IT,2 years,5.0,4.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,41.0,84.0,34.0,26.0,44.0,individual,structured,low,Business & Management
U04017,Priya Patel,22.0,Undergraduate,Business,0 years,2.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,0.0,74.0,70.0,46.0,36.0,38.0,collaborative,flexible,medium,Entrepreneurship & Freelance
U04018,Priya Singh,24.0,Graduate,Economics,1 years,2.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,41.0,46.0,35.0,48.0,45.0,collaborative,flexible,medium,Healthcare & Life Sciences
U04019,Joseph Patel,24.0,Undergraduate,Design,1 years,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,2.0,48.0,83.0,32.0,30.0,41.0,collaborative,structured,low,Finance & Economics
U04020,Neha Patel,24.0,Undergraduate,Biology,2 years,3.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,33.0,29.0,49.0,37.0,37.0,collaborative,structured,low,Education & Social Impact
U04021,Joseph Sharma,24.0,High School,Engineering,0 years,5.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,3.0,3.0,2.0,41.0,56.0,41.0,43.0,37.0,individual,structured,medium,Education & Social Impact
U04022,John Brown,23.0,Undergraduate,Design,2 years,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,68.0,39.0,48.0,72.0,34.0,individual,flexible,low,Technology & Engineering
U04023,,,Undergraduate,,0 years,2.0,4.0,3.0,,4.0,5.0,4.0,3.0,2.0,2.0,4.0,74.0,51.0,36.0,51.0,,,flexible,high,Technology & Engineering
U04024,Rahul Das,26.0,Undergraduate,Biology,1 years,4.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,87.0,19.0,45.0,20.0,38.0,collaborative,flexible,low,Technology & Engineering
U04025,Anika Iyer,20.0,,,,,3.0,,3.0,3.0,2.0,0.0,,1.0,2.0,2.0,,59.0,34.0,44.0,54.0,individual,structured,high,Education & Social Impact
U04026,Daniel Singh,21.0,High School,,2 years,4.0,3.0,3.0,,,1.0,2.0,2.0,4.0,4.0,3.0,45.0,29.0,,,26.0,,flexible,,Design & Creative Media
U04027,Anika Iyer,23.0,Undergraduate,IT,1 years,2.0,2.0,1.0,2.0,2.0,5.0,4.0,3.0,5.0,1.0,2.0,100.0,34.0,26.0,52.0,36.0,collaborative,flexible,low,Technology & Engineering
U04028,Rohan Nair,27.0,Undergraduate,IT,2 years,3.0,4.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,1.0,2.0,81.0,48.0,49.0,24.0,32.0,collaborative,flexible,medium,Technology & Engineering
U04029,Daniel Wilson,20.0,Undergraduate,Economics,2 years,5.0,3.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,5.0,2.0,27.0,86.0,21.0,46.0,51.0,collaborative,flexible,medium,Business & Management
U04030,Daniel Khan,28.0,Undergraduate,IT,0 years,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,50.0,91.0,29.0,54.0,47.0,individual,flexible,low,Business & Management
U04031,John Khan,30.0,Undergraduate,Business,1 years,4.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,3.0,2.0,2.0,54.0,92.0,17.0,38.0,46.0,collaborative,flexible,low,Business & Management
U04032,Anika Singh,19.0,Graduate,Biology,1 years,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,1.0,81.0,28.0,30.0,39.0,41.0,individual,flexible,medium,Technology & Engineering
U04033,Joseph Das,20.0,Graduate,Economics,2 years,2.0,4.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,26.0,56.0,43.0,59.0,53.0,collaborative,structured,high,Healthcare & Life Sciences
U04034,Rohan Iyer,29.0,,Psychology,0 years,5.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,5.0,2.0,2.0,54.0,29.0,37.0,3.0,24.0,individual,structured,low,Healthcare & Life Sciences
U04035,Amit Iyer,20.0,Graduate,Biology,1 years,2.0,4.0,4.0,5.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,47.0,55.0,26.0,28.0,40.0,individual,flexible,medium,Finance & Economics
U04036,Neha Miller,26.0,Graduate,Computer Science,3 years,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,1.0,3.0,28.0,90.0,40.0,43.0,31.0,individual,structured,low,Business & Management
U04037,Sara Khan,27.0,Undergraduate,Biology,2 years,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,54.0,87.0,14.0,25.0,22.0,individual,flexible,low,Business & Management
U04038,Rohan Miller,18.0,Graduate,Design,0 years,5.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,92.0,92.0,31.0,25.0,11.0,collaborative,flexible,medium,Finance & Economics
U04039,Neha Miller,27.0,High School,Engineering,3 years,3.0,3.0,3.0,4.0,4.0,0.0,2.0,3.0,3.0,3.0,2.0,34.0,43.0,80.0,49.0,39.0,individual,structured,medium,Design & Creative Media
U04040,Joseph Wilson,29.0,High School,Computer Science,2 years,3.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,27.0,37.0,91.0,36.0,27.0,collaborative,flexible,high,Design & Creative Media
U04041,Rahul Patel,22.0,High School,Business,2 years,4.0,4.0,1.0,4.0,3.0,2.0,4.0,2.0,5.0,3.0,2.0,45.0,93.0,34.0,42.0,22.0,individual,structured,high,Business & Management
U04042,Rahul Wilson,25.0,Graduate,Business,1 years,4.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0,4.0,3.0,56.0,67.0,48.0,77.0,58.0,collaborative,flexible,medium,Entrepreneurship & Freelance
U04043,Sara Khan,29.0,High School,Design,2 years,2.0,4.0,4.0,5.0,1.0,3.0,1.0,2.0,4.0,4.0,3.0,33.0,85.0,31.0,35.0,46.0,individual,flexible,high,Business & Management
U04044,Daniel Wilson,21.0,Graduate,Business,2 years,4.0,5.0,4.0,3.0,1.0,1.0,4.0,4.0,5.0,2.0,4.0,58.0,68.0,63.0,58.0,53.0,individual,flexible,medium,Entrepreneurship & Freelance
U04045,Anika Miller,28.0,Graduate,Economics,2 years,3.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,3.0,4.0,25.0,65.0,53.0,26.0,35.0,individual,structured,low,Education & Social Impact
U04046,John Singh,20.0,Undergraduate,Biology,2 years,3.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,44.0,78.0,43.0,26.0,34.0,individual,structured,high,Business & Management
U04047,Priya Brown,18.0,High School,Business,0 years,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,5.0,3.0,4.0,24.0,45.0,44.0,56.0,33.0,collaborative,structured,low,Education & Social Impact
U04048,Sara Iyer,25.0,Graduate,IT,2 years,5.0,4.0,1.0,2.0,2.0,3.0,5.0,2.0,4.0,2.0,3.0,72.0,38.0,33.0,38.0,36.0,collaborative,structured,medium,Technology & Engineering
U04049,Sara Wilson,19.0,Undergraduate,IT,1 years,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,45.0,57.0,44.0,38.0,51.0,individual,flexible,high,Healthcare & Life Sciences
U04050,Joseph Das,23.0,Graduate,Economics,1 years,5.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,56.0,87.0,25.0,25.0,44.0,collaborative,structured,low,Finance & Economics
U04051,Daniel Singh,25.0,High School,Design,1 years,4.0,4.0,4.0,2.0,1.0,1.0,0.0,4.0,4.0,2.0,4.0,42.0,42.0,27.0,48.0,52.0,collaborative,structured,high,Healthcare & Life Sciences
U04052,Neha Patel,26.0,Undergraduate,Psychology,2 years,5.0,3.0,5.0,5.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0,44.0,36.0,85.0,50.0,46.0,collaborative,flexible,high,Design & Creative Media
U04053,Joseph Khan,21.0,High School,Economics,1 years,5.0,4.0,4.0,5.0,2.0,3.0,2.0,2.0,5.0,5.0,3.0,26.0,35.0,79.0,52.0,50.0,collaborative,structured,low,Design & Creative Media
U04054,Rohan Iyer,23.0,Undergraduate,IT,4 years,3.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,50.0,74.0,29.0,22.0,29.0,collaborative,structured,high,Entrepreneurship & Freelance
U04055,Rahul Miller,24.0,High School,Psychology,1 years,3.0,3.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,2.0,3.0,79.0,38.0,36.0,44.0,18.0,collaborative,structured,low,Technology & Engineering
U04056,Anika Iyer,22.0,Undergraduate,IT,1 years,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,40.0,70.0,41.0,68.0,34.0,collaborative,structured,low,Business & Management
U04057,Sara Khan,23.0,High School,Economics,2 years,2.0,2.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,0.0,4.0,80.0,33.0,43.0,24.0,40.0,collaborative,structured,medium,Technology & Engineering
U04058,Sara Wilson,20.0,Undergraduate,Engineering,2 years,5.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,57.0,75.0,30.0,34.0,36.0,individual,structured,medium,Finance & Economics
U04059,Rohan Nair,23.0,Graduate,Psychology,1 years,4.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,51.0,41.0,19.0,69.0,11.0,individual,flexible,medium,Healthcare & Life Sciences
U04060,Daniel Nair,22.0,Undergraduate,IT,0 years,4.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,3.0,69.0,68.0,47.0,32.0,29.0,collaborative,flexible,low,Entrepreneurship & Freelance
U04061,Anika Wilson,26.0,Undergraduate,Psychology,1 years,3.0,4.0,2.0,5.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,38.0,59.0,30.0,47.0,64.0,collaborative,structured,medium,Healthcare & Life Sciences
U04062,Anika Khan,21.0,Graduate,Psychology,2 years,5.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,54.0,45.0,95.0,16.0,42.0,individual,structured,low,Design & Creative Media
U04063,Amit Wilson,20.0,Undergraduate,Design,2 years,5.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,0.0,50.0,59.0,33.0,65.0,64.0,individual,structured,medium,Entrepreneurship & Freelance
U04064,Daniel Khan,25.0,Undergraduate,Business,2 years,4.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,41.0,37.0,48.0,31.0,53.0,collaborative,flexible,high,Healthcare & Life Sciences
U04065,Joseph Brown,26.0,Graduate,Engineering,0 years,4.0,5.0,2.0,4.0,2.0,3.0,0.0,2.0,5.0,4.0,1.0,32.0,34.0,96.0,38.0,47.0,individual,structured,medium,Design & Creative Media
